transaction_id,date,month,month_number,year,merchant,description,category,subcategory,payment_method,amount,transaction_type,notes,is_recurring,weekday
TXN202501539,2025-07-13,July,7,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,UPI,1155,debit,Office meal,No,Sunday
TXN202500534,2025-07-14,July,7,2025,Google One,Google One - Mobile Recharge,Bills & Utilities,Mobile Recharge,Cash,1219,debit,Utility payment,No,Monday
TXN202500649,2025-07-14,July,7,2025,Metro,Metro - Metro,Transport,Metro,Credit Card,2077,debit,Weekend travel,No,Monday
TXN202500767,2025-07-14,July,7,2025,Spotify,Spotify - Subscription,Bills & Utilities,Subscription,Net Banking,680,debit,Recharge,Yes,Monday
TXN202500965,2025-07-14,July,7,2025,Third Wave Coffee,Third Wave Coffee - Beverage,Coffee,Beverage,UPI,278,debit,Evening coffee,No,Monday
TXN202501311,2025-07-14,July,7,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Cash,661,debit,Late night order,No,Monday
TXN202500639,2025-07-15,July,7,2025,Flipkart,Flipkart - Electronics,Shopping,Electronics,Net Banking,7056,debit,Personal item,No,Tuesday
TXN202500653,2025-07-15,July,7,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,Credit Card,169,debit,Dinner,No,Tuesday
TXN202501013,2025-07-15,July,7,2025,Reliance Fresh,Reliance Fresh - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,586,debit,Grocery refill,No,Tuesday
TXN202501291,2025-07-15,July,7,2025,Flipkart,Flipkart - Accessories,Shopping,Accessories,Credit Card,4463,debit,Replacement item,No,Tuesday
TXN202501280,2025-07-16,July,7,2025,RedBus,RedBus - Train,Transport,Train,UPI,1157,debit,Office commute,No,Wednesday
TXN202500214,2025-07-17,July,7,2025,Refund,Refund - Freelance,Income,Freelance,UPI,505,credit,Cashback credited,No,Thursday
TXN202500462,2025-07-17,July,7,2025,Reliance Fresh,Reliance Fresh - Daily Essentials,Groceries,Daily Essentials,Cash,4289,debit,Household items,No,Thursday
TXN202501178,2025-07-17,July,7,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Credit Card,1074,debit,Weekend food,No,Thursday
TXN202501229,2025-07-17,July,7,2025,Netmeds,Netmeds - Consultation,Health,Consultation,Debit Card,2211,debit,Health essentials,No,Thursday
TXN202501477,2025-07-17,July,7,2025,Freelance Payment,Freelance Payment - Cashback,Income,Cashback,UPI,12104,credit,Freelance payout,Yes,Thursday
TXN202501526,2025-07-17,July,7,2025,Amazon,Amazon - Accessories,Shopping,Accessories,UPI,7259,debit,Sale purchase,No,Thursday
TXN202500449,2025-07-18,July,7,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,UPI,2855,debit,Fresh produce,No,Friday
TXN202500480,2025-07-18,July,7,2025,IRCTC,IRCTC - Metro,Transport,Metro,Net Banking,72,debit,Airport/Station trip,No,Friday
TXN202500993,2025-07-18,July,7,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,UPI,373,debit,Meeting,No,Friday
TXN202501030,2025-07-18,July,7,2025,Tata Power,Tata Power - Electricity,Bills & Utilities,Electricity,UPI,4170,debit,Utility payment,No,Friday
TXN202500073,2025-07-19,July,7,2025,PlayStation Store,PlayStation Store - Gaming,Entertainment,Gaming,Credit Card,1316,debit,Event ticket,No,Saturday
TXN202500221,2025-07-19,July,7,2025,BookMyShow,BookMyShow - Events,Entertainment,Events,Wallet,1237,debit,Movie outing,No,Saturday
TXN202500627,2025-07-19,July,7,2025,Coursera,Coursera - Online Course,Education,Online Course,Net Banking,4013,debit,Study material,No,Saturday
TXN202500685,2025-07-19,July,7,2025,Myntra,Myntra - Personal Care,Shopping,Personal Care,UPI,990,debit,Online purchase,No,Saturday
TXN202501183,2025-07-19,July,7,2025,Udemy,Udemy - Books,Education,Books,Cash,2687,debit,Book purchase,No,Saturday
TXN202500795,2025-07-20,July,7,2025,Burger King,Burger King - Snacks,Food,Snacks,Credit Card,789,debit,Weekend food,No,Sunday
TXN202501182,2025-07-20,July,7,2025,Swiggy,Swiggy - Fast Food,Food,Fast Food,Credit Card,1129,debit,Lunch order,No,Sunday
TXN202501188,2025-07-20,July,7,2025,Flipkart,Flipkart - Accessories,Shopping,Accessories,UPI,10419,debit,Replacement item,No,Sunday
TXN202501386,2025-07-20,July,7,2025,Haldiram's,Haldiram's - Online Food,Food,Online Food,Net Banking,1109,debit,Office meal,No,Sunday
TXN202501433,2025-07-20,July,7,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,Net Banking,1333,debit,Office meal,No,Sunday
TXN202501443,2025-07-20,July,7,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,UPI,190,debit,Evening coffee,No,Sunday
TXN202500754,2025-07-21,July,7,2025,Reliance Fresh,Reliance Fresh - Monthly Grocery,Groceries,Monthly Grocery,UPI,1904,debit,Household items,No,Monday
TXN202501313,2025-07-21,July,7,2025,Dominos,Dominos - Online Food,Food,Online Food,Wallet,1149,debit,Lunch order,No,Monday
TXN202501486,2025-07-21,July,7,2025,Third Wave Coffee,Third Wave Coffee - Beverage,Coffee,Beverage,UPI,478,debit,Meeting,No,Monday
TXN202500012,2025-07-22,July,7,2025,Prime Video,Prime Video - Events,Entertainment,Events,UPI,770,debit,OTT plan,No,Tuesday
TXN202500188,2025-07-22,July,7,2025,Prime Video,Prime Video - OTT,Entertainment,OTT,UPI,3390,debit,OTT plan,No,Tuesday
TXN202500395,2025-07-22,July,7,2025,Croma,Croma - Electronics,Shopping,Electronics,Credit Card,1793,debit,Online purchase,No,Tuesday
TXN202500436,2025-07-22,July,7,2025,RedBus,RedBus - Metro,Transport,Metro,UPI,183,debit,Airport/Station trip,No,Tuesday
TXN202500484,2025-07-22,July,7,2025,INOX,INOX - Gaming,Entertainment,Gaming,UPI,2145,debit,Game purchase,No,Tuesday
TXN202500583,2025-07-22,July,7,2025,Airtel,Airtel - Subscription,Bills & Utilities,Subscription,UPI,1950,debit,Subscription,No,Tuesday
TXN202500722,2025-07-22,July,7,2025,Flipkart,Flipkart - Online Shopping,Shopping,Online Shopping,Credit Card,8888,debit,Sale purchase,No,Tuesday
TXN202500148,2025-07-23,July,7,2025,Stationery Shop,Stationery Shop - Stationery,Education,Stationery,UPI,3382,debit,Course fee,No,Wednesday
TXN202500491,2025-07-23,July,7,2025,Amazon,Amazon - Clothing,Shopping,Clothing,UPI,8307,debit,Replacement item,No,Wednesday
TXN202500710,2025-07-23,July,7,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,Credit Card,391,debit,Work coffee,No,Wednesday
TXN202500984,2025-07-23,July,7,2025,Udemy,Udemy - Books,Education,Books,UPI,6166,debit,Study material,No,Wednesday
TXN202501276,2025-07-23,July,7,2025,RedBus,RedBus - Bus,Transport,Bus,Wallet,1702,debit,Office commute,No,Wednesday
TXN202501342,2025-07-23,July,7,2025,IRCTC,IRCTC - Bus,Transport,Bus,Wallet,1841,debit,Airport/Station trip,No,Wednesday
TXN202501455,2025-07-23,July,7,2025,CCD,CCD - Beverage,Coffee,Beverage,Credit Card,294,debit,Work coffee,No,Wednesday
TXN202501481,2025-07-23,July,7,2025,IRCTC,IRCTC - Metro,Transport,Metro,UPI,387,debit,Office commute,No,Wednesday
TXN202500721,2025-07-24,July,7,2025,RedBus,RedBus - Bike Taxi,Transport,Bike Taxi,Debit Card,844,debit,Airport/Station trip,No,Thursday
TXN202501029,2025-07-24,July,7,2025,Zomato,Zomato - Snacks,Food,Snacks,UPI,576,debit,Dinner,No,Thursday
TXN202501250,2025-07-24,July,7,2025,Spotify,Spotify - Mobile Recharge,Bills & Utilities,Mobile Recharge,UPI,4049,debit,Monthly bill,No,Thursday
TXN202501548,2025-07-24,July,7,2025,Nykaa,Nykaa - Clothing,Shopping,Clothing,Credit Card,4608,debit,Online purchase,No,Thursday
TXN202500165,2025-07-25,July,7,2025,BigBasket,BigBasket - Household,Groceries,Household,Debit Card,3883,debit,Monthly essentials,No,Friday
TXN202500531,2025-07-25,July,7,2025,Reliance Fresh,Reliance Fresh - Fruits & Vegetables,Groceries,Fruits & Vegetables,Net Banking,4167,debit,Household items,No,Friday
TXN202501315,2025-07-25,July,7,2025,BigBasket,BigBasket - Household,Groceries,Household,Credit Card,944,debit,Grocery refill,No,Friday
TXN202501600,2025-07-25,July,7,2025,Flipkart,Flipkart - Personal Care,Shopping,Personal Care,UPI,5814,debit,Online purchase,No,Friday
TXN202500028,2025-07-26,July,7,2025,Amazon,Amazon - Electronics,Shopping,Electronics,UPI,9085,debit,Replacement item,No,Saturday
TXN202500541,2025-07-26,July,7,2025,Airtel,Airtel - Subscription,Bills & Utilities,Subscription,Credit Card,3819,debit,Monthly bill,No,Saturday
TXN202501463,2025-07-26,July,7,2025,Chaayos,Chaayos - Snacks,Coffee,Snacks,UPI,165,debit,Weekend cafe,No,Saturday
TXN202501515,2025-07-26,July,7,2025,Ajio,Ajio - Online Shopping,Shopping,Online Shopping,Credit Card,1189,debit,Online purchase,No,Saturday
TXN202500333,2025-07-27,July,7,2025,DMart,DMart - Household,Groceries,Household,UPI,327,debit,Grocery refill,No,Sunday
TXN202500366,2025-07-27,July,7,2025,Flipkart,Flipkart - Accessories,Shopping,Accessories,UPI,10360,debit,Sale purchase,No,Sunday
TXN202500502,2025-07-27,July,7,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,UPI,2071,debit,Household items,No,Sunday
TXN202500661,2025-07-27,July,7,2025,BookMyShow,BookMyShow - Movie,Entertainment,Movie,UPI,1133,debit,Game purchase,No,Sunday
TXN202500909,2025-07-27,July,7,2025,Netmeds,Netmeds - Wellness,Health,Wellness,Wallet,1398,debit,Medicine purchase,No,Sunday
TXN202501308,2025-07-27,July,7,2025,CCD,CCD - Snacks,Coffee,Snacks,UPI,604,debit,Meeting,No,Sunday
TXN202501522,2025-07-27,July,7,2025,Ola,Ola - Bike Taxi,Transport,Bike Taxi,Net Banking,2259,debit,Weekend travel,No,Sunday
TXN202500031,2025-07-28,July,7,2025,Ola,Ola - Train,Transport,Train,Cash,24,debit,Airport/Station trip,No,Monday
TXN202501101,2025-07-28,July,7,2025,Amazon,Amazon - Online Shopping,Shopping,Online Shopping,Wallet,3272,debit,Online purchase,No,Monday
TXN202501127,2025-07-28,July,7,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,Credit Card,1209,debit,Lunch order,No,Monday
TXN202501305,2025-07-28,July,7,2025,Spotify,Spotify - Mobile Recharge,Bills & Utilities,Mobile Recharge,Credit Card,777,debit,Subscription,No,Monday
TXN202501542,2025-07-28,July,7,2025,Uber,Uber - Metro,Transport,Metro,UPI,2463,debit,Airport/Station trip,No,Monday
TXN202501595,2025-07-28,July,7,2025,Croma,Croma - Electronics,Shopping,Electronics,Credit Card,4999,debit,Personal item,No,Monday
TXN202500548,2025-07-29,July,7,2025,Chaayos,Chaayos - Cafe,Coffee,Cafe,UPI,553,debit,Evening coffee,No,Tuesday
TXN202501068,2025-07-29,July,7,2025,Practo,Practo - Health Checkup,Health,Health Checkup,Wallet,3745,debit,Medicine purchase,No,Tuesday
TXN202501240,2025-07-29,July,7,2025,DMart,DMart - Monthly Grocery,Groceries,Monthly Grocery,Cash,1610,debit,Monthly essentials,No,Tuesday
TXN202501578,2025-07-29,July,7,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,Cash,153,debit,Weekend cafe,No,Tuesday
TXN202500027,2025-07-30,July,7,2025,RedBus,RedBus - Cab,Transport,Cab,Debit Card,525,debit,Office commute,No,Wednesday
TXN202500114,2025-07-30,July,7,2025,Myntra,Myntra - Accessories,Shopping,Accessories,Net Banking,9311,debit,Online purchase,No,Wednesday
TXN202500172,2025-07-30,July,7,2025,More Supermarket,More Supermarket - Household,Groceries,Household,Cash,671,debit,Fresh produce,No,Wednesday
TXN202500674,2025-07-30,July,7,2025,PlayStation Store,PlayStation Store - Events,Entertainment,Events,UPI,3127,debit,Event ticket,No,Wednesday
TXN202500838,2025-07-30,July,7,2025,Starbucks,Starbucks - Snacks,Coffee,Snacks,Credit Card,333,debit,Meeting,No,Wednesday
TXN202500978,2025-07-30,July,7,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,Net Banking,2436,debit,Fresh produce,No,Wednesday
TXN202501316,2025-07-30,July,7,2025,McDonalds,McDonalds - Online Food,Food,Online Food,UPI,662,debit,Dinner,No,Wednesday
TXN202501496,2025-07-30,July,7,2025,Prime Video,Prime Video - Gaming,Entertainment,Gaming,UPI,325,debit,OTT plan,No,Wednesday
TXN202501625,2025-07-30,July,7,2025,Amazon,Amazon - Personal Care,Shopping,Personal Care,UPI,3823,debit,Replacement item,No,Wednesday
TXN202501645,2025-07-30,July,7,2025,Zepto,Zepto - Daily Essentials,Groceries,Daily Essentials,UPI,3580,debit,Monthly essentials,No,Wednesday
TXN202500311,2025-07-31,July,7,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,Credit Card,3749,debit,Household items,No,Thursday
TXN202500508,2025-07-31,July,7,2025,CCD,CCD - Cafe,Coffee,Cafe,Wallet,513,debit,Evening coffee,No,Thursday
TXN202500587,2025-07-31,July,7,2025,Practo,Practo - Consultation,Health,Consultation,UPI,1928,debit,Health essentials,No,Thursday
TXN202500071,2025-08-01,August,8,2025,DMart,DMart - Household,Groceries,Household,UPI,4518,debit,Household items,No,Friday
TXN202500121,2025-08-01,August,8,2025,PlayStation Store,PlayStation Store - Gaming,Entertainment,Gaming,Credit Card,791,debit,Event ticket,No,Friday
TXN202500145,2025-08-01,August,8,2025,Zomato,Zomato - Restaurant,Food,Restaurant,Credit Card,708,debit,Dinner,No,Friday
TXN202500180,2025-08-01,August,8,2025,Burger King,Burger King - Online Food,Food,Online Food,UPI,377,debit,Weekend food,No,Friday
TXN202500863,2025-08-01,August,8,2025,Dominos,Dominos - Fast Food,Food,Fast Food,Credit Card,1341,debit,Lunch order,No,Friday
TXN202500250,2025-08-02,August,8,2025,Amazon,Amazon - Accessories,Shopping,Accessories,Cash,9237,debit,Personal item,No,Saturday
TXN202500283,2025-08-02,August,8,2025,PVR,PVR - Movie,Entertainment,Movie,Wallet,1825,debit,Event ticket,No,Saturday
TXN202500487,2025-08-02,August,8,2025,Amazon,Amazon - Electronics,Shopping,Electronics,Credit Card,6970,debit,Replacement item,No,Saturday
TXN202500520,2025-08-02,August,8,2025,BigBasket,BigBasket - Fruits & Vegetables,Groceries,Fruits & Vegetables,Credit Card,388,debit,Fresh produce,No,Saturday
TXN202500814,2025-08-02,August,8,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,UPI,296,debit,Lunch order,No,Saturday
TXN202501084,2025-08-02,August,8,2025,Jio,Jio - Electricity,Bills & Utilities,Electricity,Credit Card,3898,debit,Subscription,No,Saturday
TXN202500270,2025-08-03,August,8,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,UPI,1115,debit,Lunch order,No,Sunday
TXN202500522,2025-08-03,August,8,2025,BookMyShow,BookMyShow - Movie,Entertainment,Movie,UPI,3413,debit,Movie outing,No,Sunday
TXN202501008,2025-08-03,August,8,2025,Zomato,Zomato - Online Food,Food,Online Food,UPI,686,debit,Dinner,No,Sunday
TXN202500085,2025-08-04,August,8,2025,Airtel,Airtel - Subscription,Bills & Utilities,Subscription,Wallet,3915,debit,Subscription,Yes,Monday
TXN202500521,2025-08-04,August,8,2025,Croma,Croma - Online Shopping,Shopping,Online Shopping,UPI,10221,debit,Sale purchase,No,Monday
TXN202500654,2025-08-04,August,8,2025,RedBus,RedBus - Bus,Transport,Bus,Credit Card,1896,debit,Weekend travel,No,Monday
TXN202501377,2025-08-04,August,8,2025,Zomato,Zomato - Online Food,Food,Online Food,Debit Card,390,debit,Dinner,No,Monday
TXN202501537,2025-08-04,August,8,2025,Apollo Pharmacy,Apollo Pharmacy - Health Checkup,Health,Health Checkup,UPI,717,debit,Doctor consultation,No,Monday
TXN202500373,2025-08-05,August,8,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,Credit Card,1152,debit,Weekend food,No,Tuesday
TXN202500724,2025-08-05,August,8,2025,Blinkit,Blinkit - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,4101,debit,Grocery refill,No,Tuesday
TXN202500996,2025-08-05,August,8,2025,BookMyShow,BookMyShow - Gaming,Entertainment,Gaming,Debit Card,2272,debit,Movie outing,No,Tuesday
TXN202501033,2025-08-05,August,8,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,Credit Card,500,debit,Work coffee,No,Tuesday
TXN202500065,2025-08-06,August,8,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,UPI,660,debit,Lunch order,No,Wednesday
TXN202500953,2025-08-06,August,8,2025,Myntra,Myntra - Online Shopping,Shopping,Online Shopping,Credit Card,10847,debit,Replacement item,No,Wednesday
TXN202501220,2025-08-06,August,8,2025,Zomato,Zomato - Restaurant,Food,Restaurant,UPI,1068,debit,Dinner,No,Wednesday
TXN202501648,2025-08-06,August,8,2025,Ajio,Ajio - Electronics,Shopping,Electronics,Debit Card,2954,debit,Online purchase,No,Wednesday
TXN202500470,2025-08-07,August,8,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,UPI,213,debit,Meeting,No,Thursday
TXN202500739,2025-08-07,August,8,2025,Refund,Refund - Cashback,Income,Cashback,Credit Card,946,credit,Refund received,No,Thursday
TXN202500749,2025-08-07,August,8,2025,BigBasket,BigBasket - Household,Groceries,Household,Debit Card,755,debit,Monthly essentials,No,Thursday
TXN202500861,2025-08-07,August,8,2025,More Supermarket,More Supermarket - Household,Groceries,Household,UPI,2317,debit,Fresh produce,No,Thursday
TXN202501126,2025-08-07,August,8,2025,Croma,Croma - Clothing,Shopping,Clothing,Net Banking,5591,debit,Replacement item,No,Thursday
TXN202500402,2025-08-08,August,8,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,UPI,940,debit,Grocery refill,No,Friday
TXN202500567,2025-08-08,August,8,2025,Dominos,Dominos - Fast Food,Food,Fast Food,UPI,672,debit,Lunch order,No,Friday
TXN202501325,2025-08-08,August,8,2025,Zomato,Zomato - Fast Food,Food,Fast Food,UPI,385,debit,Weekend food,No,Friday
TXN202500804,2025-08-09,August,8,2025,BESCOM,BESCOM - Internet,Bills & Utilities,Internet,Credit Card,2083,debit,Subscription,No,Saturday
TXN202501060,2025-08-09,August,8,2025,CCD,CCD - Cafe,Coffee,Cafe,Credit Card,424,debit,Meeting,No,Saturday
TXN202501554,2025-08-09,August,8,2025,Ola,Ola - Cab,Transport,Cab,Wallet,127,debit,Local travel,No,Saturday
TXN202501556,2025-08-09,August,8,2025,Nykaa,Nykaa - Electronics,Shopping,Electronics,UPI,2232,debit,Personal item,No,Saturday
TXN202501607,2025-08-09,August,8,2025,IRCTC,IRCTC - Bus,Transport,Bus,UPI,1442,debit,Weekend travel,No,Saturday
TXN202500171,2025-08-10,August,8,2025,Third Wave Coffee,Third Wave Coffee - Cafe,Coffee,Cafe,Credit Card,429,debit,Work coffee,No,Sunday
TXN202500341,2025-08-10,August,8,2025,Burger King,Burger King - Snacks,Food,Snacks,UPI,754,debit,Dinner,No,Sunday
TXN202500441,2025-08-10,August,8,2025,BESCOM,BESCOM - Subscription,Bills & Utilities,Subscription,UPI,3644,debit,Subscription,Yes,Sunday
TXN202501452,2025-08-10,August,8,2025,PlayStation Store,PlayStation Store - OTT,Entertainment,OTT,Net Banking,2750,debit,Movie outing,No,Sunday
TXN202500133,2025-08-11,August,8,2025,Salary Credit,Salary Credit - Cashback,Income,Cashback,UPI,64625,credit,Monthly income,Yes,Monday
TXN202500348,2025-08-11,August,8,2025,Dominos,Dominos - Snacks,Food,Snacks,Net Banking,889,debit,Weekend food,No,Monday
TXN202500467,2025-08-11,August,8,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,UPI,539,debit,Office meal,No,Monday
TXN202500628,2025-08-11,August,8,2025,Third Wave Coffee,Third Wave Coffee - Cafe,Coffee,Cafe,UPI,489,debit,Weekend cafe,No,Monday
TXN202500813,2025-08-11,August,8,2025,RedBus,RedBus - Bike Taxi,Transport,Bike Taxi,Credit Card,1411,debit,Weekend travel,No,Monday
TXN202500872,2025-08-11,August,8,2025,Burger King,Burger King - Snacks,Food,Snacks,UPI,257,debit,Late night order,No,Monday
TXN202501294,2025-08-11,August,8,2025,DMart,DMart - Daily Essentials,Groceries,Daily Essentials,UPI,1270,debit,Monthly essentials,No,Monday
TXN202500185,2025-08-12,August,8,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,Credit Card,517,debit,Meeting,No,Tuesday
TXN202501099,2025-08-12,August,8,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,UPI,336,debit,Lunch order,No,Tuesday
TXN202501425,2025-08-12,August,8,2025,More Supermarket,More Supermarket - Household,Groceries,Household,Credit Card,1062,debit,Monthly essentials,No,Tuesday
TXN202501450,2025-08-12,August,8,2025,Rapido,Rapido - Bike Taxi,Transport,Bike Taxi,UPI,1041,debit,Airport/Station trip,No,Tuesday
TXN202500630,2025-08-13,August,8,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,UPI,657,debit,Quick break,No,Wednesday
TXN202501054,2025-08-13,August,8,2025,Zomato,Zomato - Restaurant,Food,Restaurant,Wallet,1109,debit,Dinner,No,Wednesday
TXN202501062,2025-08-13,August,8,2025,Spotify,Spotify - Mobile Recharge,Bills & Utilities,Mobile Recharge,Wallet,983,debit,Monthly bill,Yes,Wednesday
TXN202500351,2025-08-14,August,8,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,UPI,1895,debit,Household items,No,Thursday
TXN202500400,2025-08-14,August,8,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,Cash,3874,debit,Grocery refill,No,Thursday
TXN202500112,2025-08-15,August,8,2025,Netmeds,Netmeds - Wellness,Health,Wellness,Credit Card,4148,debit,Medicine purchase,No,Friday
TXN202500138,2025-08-15,August,8,2025,Stationery Shop,Stationery Shop - Stationery,Education,Stationery,Credit Card,3625,debit,Study material,No,Friday
TXN202500911,2025-08-15,August,8,2025,BigBasket,BigBasket - Household,Groceries,Household,Cash,1392,debit,Monthly essentials,No,Friday
TXN202500918,2025-08-15,August,8,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,Debit Card,998,debit,Dinner,No,Friday
TXN202501352,2025-08-15,August,8,2025,Dominos,Dominos - Fast Food,Food,Fast Food,Credit Card,959,debit,Dinner,No,Friday
TXN202501627,2025-08-15,August,8,2025,Zepto,Zepto - Monthly Grocery,Groceries,Monthly Grocery,UPI,2043,debit,Fresh produce,No,Friday
TXN202500235,2025-08-16,August,8,2025,Google One,Google One - Electricity,Bills & Utilities,Electricity,Credit Card,3409,debit,Recharge,No,Saturday
TXN202500663,2025-08-16,August,8,2025,Tata Power,Tata Power - Subscription,Bills & Utilities,Subscription,UPI,1655,debit,Monthly bill,Yes,Saturday
TXN202500806,2025-08-16,August,8,2025,McDonalds,McDonalds - Online Food,Food,Online Food,Credit Card,1371,debit,Office meal,No,Saturday
TXN202500874,2025-08-16,August,8,2025,Metro,Metro - Train,Transport,Train,UPI,1354,debit,Local travel,No,Saturday
TXN202500901,2025-08-16,August,8,2025,Airtel,Airtel - Internet,Bills & Utilities,Internet,UPI,329,debit,Subscription,No,Saturday
TXN202501214,2025-08-16,August,8,2025,Tata Power,Tata Power - Electricity,Bills & Utilities,Electricity,UPI,473,debit,Utility payment,No,Saturday
TXN202501287,2025-08-16,August,8,2025,McDonalds,McDonalds - Restaurant,Food,Restaurant,Credit Card,871,debit,Late night order,No,Saturday
TXN202501569,2025-08-16,August,8,2025,CCD,CCD - Beverage,Coffee,Beverage,UPI,135,debit,Meeting,No,Saturday
TXN202500231,2025-08-17,August,8,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Wallet,132,debit,Work coffee,No,Sunday
TXN202500542,2025-08-17,August,8,2025,Reliance Fresh,Reliance Fresh - Monthly Grocery,Groceries,Monthly Grocery,UPI,3627,debit,Monthly essentials,No,Sunday
TXN202501253,2025-08-17,August,8,2025,Amazon Kindle,Amazon Kindle - Books,Education,Books,UPI,1546,debit,Study material,No,Sunday
TXN202501353,2025-08-17,August,8,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,UPI,1131,debit,Lunch order,No,Sunday
TXN202501623,2025-08-17,August,8,2025,More Supermarket,More Supermarket - Household,Groceries,Household,UPI,4057,debit,Fresh produce,No,Sunday
TXN202501397,2025-08-18,August,8,2025,Tata Power,Tata Power - Internet,Bills & Utilities,Internet,UPI,3678,debit,Monthly bill,No,Monday
TXN202500102,2025-08-19,August,8,2025,PharmEasy,PharmEasy - Wellness,Health,Wellness,UPI,5207,debit,Medicine purchase,No,Tuesday
TXN202500196,2025-08-19,August,8,2025,Practo,Practo - Consultation,Health,Consultation,UPI,4016,debit,Health essentials,No,Tuesday
TXN202500212,2025-08-19,August,8,2025,Netmeds,Netmeds - Wellness,Health,Wellness,UPI,1938,debit,Doctor consultation,No,Tuesday
TXN202500367,2025-08-19,August,8,2025,Rapido,Rapido - Cab,Transport,Cab,Debit Card,246,debit,Office commute,No,Tuesday
TXN202500728,2025-08-19,August,8,2025,Metro,Metro - Bike Taxi,Transport,Bike Taxi,Debit Card,2021,debit,Weekend travel,No,Tuesday
TXN202500960,2025-08-19,August,8,2025,Reliance Fresh,Reliance Fresh - Household,Groceries,Household,Credit Card,519,debit,Grocery refill,No,Tuesday
TXN202501165,2025-08-19,August,8,2025,Rapido,Rapido - Metro,Transport,Metro,Net Banking,1495,debit,Office commute,No,Tuesday
TXN202500437,2025-08-20,August,8,2025,IRCTC,IRCTC - Bike Taxi,Transport,Bike Taxi,UPI,500,debit,Office commute,No,Wednesday
TXN202500554,2025-08-20,August,8,2025,Jio,Jio - Subscription,Bills & Utilities,Subscription,Credit Card,4345,debit,Recharge,No,Wednesday
TXN202500750,2025-08-20,August,8,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,Credit Card,3490,debit,Monthly essentials,No,Wednesday
TXN202501480,2025-08-20,August,8,2025,BigBasket,BigBasket - Monthly Grocery,Groceries,Monthly Grocery,UPI,1987,debit,Grocery refill,No,Wednesday
TXN202500017,2025-08-21,August,8,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Debit Card,193,debit,Meeting,No,Thursday
TXN202500077,2025-08-21,August,8,2025,Reliance Fresh,Reliance Fresh - Fruits & Vegetables,Groceries,Fruits & Vegetables,Debit Card,3703,debit,Fresh produce,No,Thursday
TXN202500115,2025-08-21,August,8,2025,Third Wave Coffee,Third Wave Coffee - Beverage,Coffee,Beverage,UPI,659,debit,Work coffee,No,Thursday
TXN202500169,2025-08-21,August,8,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,UPI,2810,debit,Fresh produce,No,Thursday
TXN202500388,2025-08-21,August,8,2025,Unacademy,Unacademy - Online Course,Education,Online Course,Cash,6152,debit,Course fee,No,Thursday
TXN202500413,2025-08-21,August,8,2025,Amazon,Amazon - Personal Care,Shopping,Personal Care,Debit Card,11080,debit,Sale purchase,No,Thursday
TXN202500877,2025-08-21,August,8,2025,Dominos,Dominos - Fast Food,Food,Fast Food,Credit Card,547,debit,Weekend food,No,Thursday
TXN202500975,2025-08-21,August,8,2025,Nykaa,Nykaa - Electronics,Shopping,Electronics,Cash,10585,debit,Sale purchase,No,Thursday
TXN202501147,2025-08-21,August,8,2025,BookMyShow,BookMyShow - Events,Entertainment,Events,UPI,214,debit,OTT plan,No,Thursday
TXN202501225,2025-08-21,August,8,2025,Burger King,Burger King - Snacks,Food,Snacks,UPI,429,debit,Office meal,No,Thursday
